ch1,ch2,ch3,ch4,ch5,ch6
591,568,583,586,600,591
591,568,583,586,600,591
591,568,583,586,600,591
575,548,597,591,591,588
575,548,597,591,591,588
575,548,597,591,591,588
575,637,592,591,601,595
575,637,592,591,601,595
587,583,585,582,582,587
587,583,585,582,582,587
587,583,585,582,582,587
575,540,591,585,599,595
575,540,591,585,599,595
575,540,591,585,599,595
586,588,584,587,583,583
586,588,584,587,583,583
586,645,596,591,593,583
586,610,587,586,587,587
586,610,587,586,587,587
588,559,587,581,594,594
588,559,587,581,594,594
588,559,587,581,594,594
590,551,587,583,596,585
590,551,587,583,596,585
590,551,587,583,596,585
591,615,584,588,591,583
591,615,584,588,591,583
583,606,592,590,595,585
583,606,592,590,595,585
583,606,592,590,595,585
588,450,595,591,598,598
588,450,595,591,598,598
588,450,595,591,598,598
586,541,584,583,586,585
586,541,584,583,586,585
586,541,584,583,586,585
578,679,596,590,593,591
578,679,596,590,593,591
578,679,596,590,593,591
580,457,591,588,587,587
580,457,591,588,587,587
583,575,595,596,598,590
583,575,595,596,598,590
583,575,595,596,598,590
583,649,596,579,589,595
583,649,596,579,589,595
588,542,593,586,594,575
588,542,593,586,594,575
588,542,593,586,594,575
583,469,583,582,599,596
583,469,583,582,599,596
583,469,583,582,599,596
578,540,577,591,593,595
578,540,577,591,593,595
578,540,577,591,593,595
583,566,588,582,595,588
583,566,588,582,595,588
590,583,582,574,594,599
590,583,582,574,594,599
590,583,582,574,594,599
589,627,591,583,593,593
589,627,591,583,593,593
589,627,591,583,593,593
581,589,583,581,586,590
581,589,583,581,586,590
581,589,583,581,586,590
579,544,588,589,600,583
579,544,588,589,600,583
583,535,583,583,601,598
583,535,583,583,601,598
583,535,583,583,601,598
582,588,591,591,596,580
582,588,591,591,596,580
582,588,591,591,596,580
590,737,591,591,589,587
590,737,591,591,589,587
580,731,594,588,590,589
580,731,594,588,590,589
580,731,594,588,590,589
586,526,585,589,597,577
586,526,585,589,597,577
586,526,585,589,597,577
579,600,588,597,593,590
579,600,588,597,593,590
579,600,588,597,593,590
591,555,590,587,588,589
591,555,590,587,588,589
586,561,591,589,591,585
586,561,591,589,591,585
586,561,591,589,591,585
585,515,590,585,599,595
585,515,590,585,599,595
585,515,590,585,599,595
571,531,579,583,600,590
571,531,579,583,600,590
577,617,590,596,583,588
588,607,591,579,585,591
588,607,591,579,585,591
596,566,594,587,594,588
596,566,594,587,594,588
596,566,594,587,594,588
578,579,593,591,595,583
578,579,593,591,595,583
578,579,593,591,595,583
588,581,595,594,594,585
588,581,595,594,594,585
589,653,593,587,591,591
589,653,593,587,591,591
589,653,593,587,591,591
579,591,578,575,589,589
579,591,578,575,589,589
579,591,578,575,589,589
582,582,602,589,595,583
582,582,602,589,595,583
582,582,602,589,595,583
578,737,591,589,591,587
578,737,591,589,591,587
590,568,588,583,589,591
590,568,588,583,589,591
590,568,588,583,589,591
